transportador_codigo;tabela_nome;validade_inicio;validade_fim;cidade_ibge;prazo_adicional
001;KAMER - MG 2;01/03/2022;31/12/2099;3141900;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3141207;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3139904;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3139003;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3138708;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3138625;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3138203;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3137809;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3137536;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3137502;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3137106;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3136900;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3136306;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3135902;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3134905;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3134806;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3134509;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3134400;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3134301;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3134202;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3133758;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3133600;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3133402;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3133105;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3133006;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3132909;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3132404;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3131604;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3131505;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3131406;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3130705;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3130606;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3130507;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3130002;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3170107;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169802;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169604;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169406;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169356;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169307;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169109;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3169059;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3168903;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3168101;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3167806;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3167400;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3166907;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3166808;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3165800;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3165578;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3165404;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3165305;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3165107;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3164902;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3164407;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3163904;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3163706;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3163201;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3162948;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3162302;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3162203;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3162104;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3162005;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3161700;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3161304;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3160801;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3159902;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3158805;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3158300;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3159803;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3159704;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3159605;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3159209;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3157708;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3156908;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3156403;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3155504;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3154705;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3154457;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3153400;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3153004;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3152907;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3152808;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3152600;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3151800;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3151701;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3151602;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3151008;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3150901;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3150703;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3149903;8
001;KAMER - MG 2;01/03/2022;31/12/2099;3149804;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503804;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503705;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503507;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503457;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503408;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503309;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503200;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503093;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503077;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1503044;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502939;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502905;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502772;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502764;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502756;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502707;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502400;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502301;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502202;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1502152;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501907;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501782;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501758;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501725;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501709;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501600;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501576;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501501;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501451;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1501303;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500958;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500909;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500859;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500800;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500602;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500347;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500206;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500131;8
001;KAMER - MG 2;01/03/2022;31/12/2099;1500107;8
001;KAMER - PA 1;01/03/2022;31/12/2099;1501402;23
001;KAMER - PA;01/03/2022;31/12/2099;3152501;15
001;KAMER - PA;01/03/2022;31/12/2099;3172202;15
001;KAMER - PA;01/03/2022;31/12/2099;3171709;15
001;KAMER - PA;01/03/2022;31/12/2099;3171105;15
001;KAMER - PA;01/03/2022;31/12/2099;3171006;15
001;KAMER - PA;01/03/2022;31/12/2099;3170750;15
001;KAMER - PA;01/03/2022;31/12/2099;3170701;15
001;KAMER - PA;01/03/2022;31/12/2099;3170529;15
001;KAMER - PA;01/03/2022;31/12/2099;3170479;15
001;KAMER - PA;01/03/2022;31/12/2099;3170438;15
001;KAMER - PA;01/03/2022;31/12/2099;3170404;15
001;KAMER - PA;01/03/2022;31/12/2099;1508357;15
001;KAMER - PA;01/03/2022;31/12/2099;1508308;15
001;KAMER - PA;01/03/2022;31/12/2099;1508209;15
001;KAMER - PA;01/03/2022;31/12/2099;1508126;15
001;KAMER - PA;01/03/2022;31/12/2099;1508100;15
001;KAMER - PA;01/03/2022;31/12/2099;1508084;15
001;KAMER - PA;01/03/2022;31/12/2099;1508035;15
001;KAMER - PA;01/03/2022;31/12/2099;1508001;15
001;KAMER - PA;01/03/2022;31/12/2099;1507961;15
001;KAMER - PA;01/03/2022;31/12/2099;1507953;15
001;KAMER - PA;01/03/2022;31/12/2099;1507805;15
001;KAMER - PA;01/03/2022;31/12/2099;1507755;15
001;KAMER - PA;01/03/2022;31/12/2099;1507607;15
001;KAMER - PA;01/03/2022;31/12/2099;1507508;15
001;KAMER - PA;01/03/2022;31/12/2099;1507474;15
001;KAMER - PA;01/03/2022;31/12/2099;1507466;15
001;KAMER - PA;01/03/2022;31/12/2099;1507458;15
001;KAMER - PA;01/03/2022;31/12/2099;1507409;15
001;KAMER - PA;01/03/2022;31/12/2099;1507300;15
001;KAMER - PA;01/03/2022;31/12/2099;1507201;15
001;KAMER - PA;01/03/2022;31/12/2099;1507151;15
001;KAMER - PA;01/03/2022;31/12/2099;1507102;15
001;KAMER - PA;01/03/2022;31/12/2099;1507003;15
001;KAMER - PA;01/03/2022;31/12/2099;1506906;15
001;KAMER - PA;01/03/2022;31/12/2099;1506708;15
001;KAMER - PA;01/03/2022;31/12/2099;1506609;15
001;KAMER - PA;01/03/2022;31/12/2099;1506583;15
001;KAMER - PA;01/03/2022;31/12/2099;1506559;15
001;KAMER - PA;01/03/2022;31/12/2099;1506351;15
001;KAMER - PA;01/03/2022;31/12/2099;1506203;15
001;KAMER - PA;01/03/2022;31/12/2099;1506187;15
001;KAMER - PA;01/03/2022;31/12/2099;1506161;15
001;KAMER - PA;01/03/2022;31/12/2099;1506138;15
001;KAMER - PA;01/03/2022;31/12/2099;1506112;15
001;KAMER - PA;01/03/2022;31/12/2099;1506104;15
001;KAMER - PA;01/03/2022;31/12/2099;1505635;15
001;KAMER - PA;01/03/2022;31/12/2099;1505601;15
001;KAMER - PA;01/03/2022;31/12/2099;1505551;15
001;KAMER - PA;01/03/2022;31/12/2099;1505536;15
001;KAMER - PA;01/03/2022;31/12/2099;1505502;15
001;KAMER - PA;01/03/2022;31/12/2099;1505494;15
001;KAMER - PA;01/03/2022;31/12/2099;1505486;15
001;KAMER - PA;01/03/2022;31/12/2099;1505437;15
001;KAMER - PA;01/03/2022;31/12/2099;1505403;15
001;KAMER - PA;01/03/2022;31/12/2099;1505064;15
001;KAMER - PA;01/03/2022;31/12/2099;1505007;15
001;KAMER - PA;01/03/2022;31/12/2099;1504976;15
001;KAMER - PA;01/03/2022;31/12/2099;1504950;15
001;KAMER - PA;01/03/2022;31/12/2099;1504752;15
001;KAMER - PA;01/03/2022;31/12/2099;1504703;15
001;KAMER - PA;01/03/2022;31/12/2099;1504455;15
001;KAMER - PA;01/03/2022;31/12/2099;1504422;15
001;KAMER - PA;01/03/2022;31/12/2099;1504406;15
001;KAMER - PA;01/03/2022;31/12/2099;1504307;15
001;KAMER - PA;01/03/2022;31/12/2099;1504208;15
001;KAMER - PA;01/03/2022;31/12/2099;1504109;15
001;KAMER - PA;01/03/2022;31/12/2099;1504059;15
001;KAMER - PA;01/03/2022;31/12/2099;1100346;15
001;KAMER - PA;01/03/2022;31/12/2099;1100403;15
001;KAMER - PA;01/03/2022;31/12/2099;1100015;15
001;KAMER - PA;01/03/2022;31/12/2099;1100379;15
001;KAMER - RO 1;01/03/2022;31/12/2099;1100205;14
001;KAMER - RO;01/03/2022;31/12/2099;1508159;12
001;KAMER - RO;01/03/2022;31/12/2099;1508050;12
001;KAMER - RO;01/03/2022;31/12/2099;1507979;12
001;KAMER - RO;01/03/2022;31/12/2099;1507904;12
001;KAMER - RO;01/03/2022;31/12/2099;1507706;12
001;KAMER - RO;01/03/2022;31/12/2099;1506807;12
001;KAMER - RO;01/03/2022;31/12/2099;1506401;12
001;KAMER - RO;01/03/2022;31/12/2099;1506302;12
001;KAMER - RO;01/03/2022;31/12/2099;1506195;12
001;KAMER - RO;01/03/2022;31/12/2099;1506005;12
001;KAMER - RO;01/03/2022;31/12/2099;1505908;12
001;KAMER - RO;01/03/2022;31/12/2099;1505809;12
001;KAMER - RO;01/03/2022;31/12/2099;1505700;12
001;KAMER - RO;01/03/2022;31/12/2099;1505650;12
001;KAMER - RO;01/03/2022;31/12/2099;1505304;12
001;KAMER - RO;01/03/2022;31/12/2099;1505205;12
001;KAMER - RO;01/03/2022;31/12/2099;1505106;12
001;KAMER - RO;01/03/2022;31/12/2099;1505031;12
001;KAMER - RO;01/03/2022;31/12/2099;1504901;12
001;KAMER - RO;01/03/2022;31/12/2099;1504802;12
001;KAMER - RO;01/03/2022;31/12/2099;1504604;12
001;KAMER - RO;01/03/2022;31/12/2099;1504505;12
001;KAMER - RO;01/03/2022;31/12/2099;1504000;12
001;KAMER - RO;01/03/2022;31/12/2099;1503903;12
001;KAMER - RO;01/03/2022;31/12/2099;1503754;12
001;KAMER - RO;01/03/2022;31/12/2099;1503606;12
001;KAMER - RO;01/03/2022;31/12/2099;1503101;12
001;KAMER - RO;01/03/2022;31/12/2099;1503002;12
001;KAMER - RO;01/03/2022;31/12/2099;1502855;12
001;KAMER - RO;01/03/2022;31/12/2099;1502806;12
001;KAMER - RO;01/03/2022;31/12/2099;1502608;12
001;KAMER - RO;01/03/2022;31/12/2099;1502509;12
001;KAMER - RO;01/03/2022;31/12/2099;1502103;12
001;KAMER - RO;01/03/2022;31/12/2099;1502004;12
001;KAMER - RO;01/03/2022;31/12/2099;1501956;12
001;KAMER - RO;01/03/2022;31/12/2099;1501808;12
001;KAMER - RO;01/03/2022;31/12/2099;1501253;12
001;KAMER - RO;01/03/2022;31/12/2099;1501204;12
001;KAMER - RO;01/03/2022;31/12/2099;1501105;12
001;KAMER - RO;01/03/2022;31/12/2099;1501006;12
001;KAMER - RO;01/03/2022;31/12/2099;1500701;12
001;KAMER - RO;01/03/2022;31/12/2099;1500503;12
001;KAMER - RO;01/03/2022;31/12/2099;1500404;12
001;KAMER - RO;01/03/2022;31/12/2099;1500305;12
001;KAMER - PA 2;01/03/2022;31/12/2099;1700400;23
001;KAMER - PA 2;01/03/2022;31/12/2099;1700350;23
001;KAMER - PA 2;01/03/2022;31/12/2099;1700301;23
001;KAMER - PA 2;01/03/2022;31/12/2099;1700251;23
001;KAMER - TO 1;01/03/2022;31/12/2099;1721000;20
001;KAMER - TO;01/03/2022;31/12/2099;1100304;8
001;KAMER - TO;01/03/2022;31/12/2099;1101807;8
001;KAMER - TO;01/03/2022;31/12/2099;1101757;8
001;KAMER - TO;01/03/2022;31/12/2099;1101708;8
001;KAMER - TO;01/03/2022;31/12/2099;1101609;8
001;KAMER - TO;01/03/2022;31/12/2099;1101559;8
001;KAMER - TO;01/03/2022;31/12/2099;1101500;8
001;KAMER - TO;01/03/2022;31/12/2099;1100320;8
001;KAMER - TO;01/03/2022;31/12/2099;1101492;8
001;KAMER - TO;01/03/2022;31/12/2099;1101484;8
001;KAMER - TO;01/03/2022;31/12/2099;1100296;8
001;KAMER - TO;01/03/2022;31/12/2099;1100288;8
001;KAMER - TO;01/03/2022;31/12/2099;1100262;8
001;KAMER - TO;01/03/2022;31/12/2099;1101476;8
001;KAMER - TO;01/03/2022;31/12/2099;1100254;8
001;KAMER - TO;01/03/2022;31/12/2099;1101468;8
001;KAMER - TO;01/03/2022;31/12/2099;1100189;8
001;KAMER - TO;01/03/2022;31/12/2099;1101450;8
001;KAMER - TO;01/03/2022;31/12/2099;1100155;8
001;KAMER - TO;01/03/2022;31/12/2099;1100502;8
001;KAMER - TO;01/03/2022;31/12/2099;1101435;8
001;KAMER - TO;01/03/2022;31/12/2099;1100338;8
001;KAMER - TO;01/03/2022;31/12/2099;1100148;8
001;KAMER - TO;01/03/2022;31/12/2099;1101401;8
001;KAMER - TO;01/03/2022;31/12/2099;1101302;8
001;KAMER - TO;01/03/2022;31/12/2099;1101203;8
001;KAMER - TO;01/03/2022;31/12/2099;1100130;8
001;KAMER - TO;01/03/2022;31/12/2099;1100122;8
001;KAMER - TO;01/03/2022;31/12/2099;1100114;8
001;KAMER - TO;01/03/2022;31/12/2099;1101104;8
001;KAMER - TO;01/03/2022;31/12/2099;1100106;8
001;KAMER - TO;01/03/2022;31/12/2099;1101005;8
001;KAMER - TO;01/03/2022;31/12/2099;1100940;8
001;KAMER - TO;01/03/2022;31/12/2099;1100080;8
001;KAMER - TO;01/03/2022;31/12/2099;1100072;8
001;KAMER - TO;01/03/2022;31/12/2099;1100064;8
001;KAMER - TO;01/03/2022;31/12/2099;1100924;8
001;KAMER - TO;01/03/2022;31/12/2099;1100056;8
001;KAMER - TO;01/03/2022;31/12/2099;1100908;8
001;KAMER - TO;01/03/2022;31/12/2099;1100809;8
001;KAMER - TO;01/03/2022;31/12/2099;1100700;8
001;KAMER - TO;01/03/2022;31/12/2099;1100049;8
001;KAMER - TO;01/03/2022;31/12/2099;1100601;8
001;KAMER - TO;01/03/2022;31/12/2099;1100031;8
001;KAMER - TO;01/03/2022;31/12/2099;1100452;8
001;KAMER - TO;01/03/2022;31/12/2099;1100023;8
001;KAMER - TO;01/03/2022;31/12/2099;1710904;8
001;KAMER - TO;01/03/2022;31/12/2099;1710706;8
001;KAMER - TO;01/03/2022;31/12/2099;1710508;8
001;KAMER - TO;01/03/2022;31/12/2099;1709807;8
001;KAMER - TO;01/03/2022;31/12/2099;1709500;8
001;KAMER - TO;01/03/2022;31/12/2099;1709302;8
001;KAMER - TO;01/03/2022;31/12/2099;1709005;8
001;KAMER - TO;01/03/2022;31/12/2099;1708304;8
001;KAMER - TO;01/03/2022;31/12/2099;1708205;8
001;KAMER - TO;01/03/2022;31/12/2099;1707702;8
001;KAMER - TO;01/03/2022;31/12/2099;1707652;8
001;KAMER - TO;01/03/2022;31/12/2099;1707553;8
001;KAMER - TO;01/03/2022;31/12/2099;1707405;8
001;KAMER - TO;01/03/2022;31/12/2099;1707306;8
001;KAMER - TO;01/03/2022;31/12/2099;1707207;8
001;KAMER - TO;01/03/2022;31/12/2099;1707108;8
001;KAMER - TO;01/03/2022;31/12/2099;1707009;8
001;KAMER - TO;01/03/2022;31/12/2099;1706506;8
001;KAMER - TO;01/03/2022;31/12/2099;1706258;8
001;KAMER - TO;01/03/2022;31/12/2099;1706100;8
001;KAMER - TO;01/03/2022;31/12/2099;1705607;8
001;KAMER - TO;01/03/2022;31/12/2099;1705557;8
001;KAMER - TO;01/03/2022;31/12/2099;1716703;8
001;KAMER - TO;01/03/2022;31/12/2099;1705508;8
001;KAMER - TO;01/03/2022;31/12/2099;1705102;8
001;KAMER - TO;01/03/2022;31/12/2099;1704600;8
001;KAMER - TO;01/03/2022;31/12/2099;1704105;8
001;KAMER - TO;01/03/2022;31/12/2099;1703909;8
001;KAMER - TO;01/03/2022;31/12/2099;1703891;8
001;KAMER - TO;01/03/2022;31/12/2099;1703883;8
001;KAMER - TO;01/03/2022;31/12/2099;1703867;8
001;KAMER - TO;01/03/2022;31/12/2099;1703842;8
001;KAMER - TO;01/03/2022;31/12/2099;1703826;8
001;KAMER - TO;01/03/2022;31/12/2099;1703800;8
001;KAMER - TO;01/03/2022;31/12/2099;1703701;8
001;KAMER - TO;01/03/2022;31/12/2099;1703602;8
001;KAMER - TO;01/03/2022;31/12/2099;1703305;8
001;KAMER - TO;01/03/2022;31/12/2099;1703206;8
001;KAMER - TO;01/03/2022;31/12/2099;1703107;8
001;KAMER - TO;01/03/2022;31/12/2099;1703073;8
001;KAMER - TO;01/03/2022;31/12/2099;1703057;8
001;KAMER - TO;01/03/2022;31/12/2099;1703008;8
001;KAMER - TO;01/03/2022;31/12/2099;1702901;8
001;KAMER - TO;01/03/2022;31/12/2099;1702703;8
001;KAMER - TO;01/03/2022;31/12/2099;1702554;8
001;KAMER - TO;01/03/2022;31/12/2099;1702406;8
001;KAMER - TO;01/03/2022;31/12/2099;1702307;8
001;KAMER - TO;01/03/2022;31/12/2099;1702208;8
001;KAMER - TO;01/03/2022;31/12/2099;1702158;8
001;KAMER - TO;01/03/2022;31/12/2099;1702109;8
001;KAMER - TO;01/03/2022;31/12/2099;1702000;8
001;KAMER - TO;01/03/2022;31/12/2099;1701903;8
001;KAMER - TO;01/03/2022;31/12/2099;1701309;8
001;KAMER - TO;01/03/2022;31/12/2099;1701101;8
001;KAMER - TO;01/03/2022;31/12/2099;1701051;8
001;KAMER - TO;01/03/2022;31/12/2099;1701002;8
001;KAMER - TO;01/03/2022;31/12/2099;1700707;8
001;KAMER - TO;01/03/2022;31/12/2099;1720150;8
001;KAMER - TO;01/03/2022;31/12/2099;1720101;8
001;KAMER - TO;01/03/2022;31/12/2099;1720002;8
001;KAMER - TO;01/03/2022;31/12/2099;1719004;8
001;KAMER - TO;01/03/2022;31/12/2099;1718907;8
001;KAMER - TO;01/03/2022;31/12/2099;1718899;8
001;KAMER - TO;01/03/2022;31/12/2099;1718881;8
001;KAMER - TO;01/03/2022;31/12/2099;1718865;8
001;KAMER - TO;01/03/2022;31/12/2099;1718840;8
001;KAMER - TO;01/03/2022;31/12/2099;1718808;8
001;KAMER - TO;01/03/2022;31/12/2099;1718758;8
001;KAMER - TO;01/03/2022;31/12/2099;1718709;8
001;KAMER - TO;01/03/2022;31/12/2099;1718659;8
001;KAMER - TO;01/03/2022;31/12/2099;1718550;8
001;KAMER - TO;01/03/2022;31/12/2099;1718501;8
001;KAMER - TO;01/03/2022;31/12/2099;1718451;8
001;KAMER - TO;01/03/2022;31/12/2099;1718402;8
001;KAMER - TO;01/03/2022;31/12/2099;1718303;8
001;KAMER - TO;01/03/2022;31/12/2099;1718204;8
001;KAMER - TO;01/03/2022;31/12/2099;1718006;8
001;KAMER - TO;01/03/2022;31/12/2099;1717909;8
001;KAMER - TO;01/03/2022;31/12/2099;1717800;8
001;KAMER - TO;01/03/2022;31/12/2099;1717503;8
001;KAMER - TO;01/03/2022;31/12/2099;1717206;8
001;KAMER - TO;01/03/2022;31/12/2099;1717008;8
001;KAMER - TO;01/03/2022;31/12/2099;1716653;8
001;KAMER - TO;01/03/2022;31/12/2099;1716604;8
001;KAMER - TO;01/03/2022;31/12/2099;1716505;8
001;KAMER - TO;01/03/2022;31/12/2099;1716307;8
001;KAMER - TO;01/03/2022;31/12/2099;1716208;8
001;KAMER - TO;01/03/2022;31/12/2099;1716109;8
001;KAMER - TO;01/03/2022;31/12/2099;1715754;8
001;KAMER - TO;01/03/2022;31/12/2099;1715705;8
001;KAMER - TO;01/03/2022;31/12/2099;1715507;8
001;KAMER - TO;01/03/2022;31/12/2099;1715259;8
001;KAMER - TO;01/03/2022;31/12/2099;1715150;8
001;KAMER - TO;01/03/2022;31/12/2099;1715101;8
001;KAMER - TO;01/03/2022;31/12/2099;1715002;8
001;KAMER - TO;01/03/2022;31/12/2099;1714880;8
001;KAMER - TO;01/03/2022;31/12/2099;1714302;8
001;KAMER - TO;01/03/2022;31/12/2099;1714203;8
001;KAMER - TO;01/03/2022;31/12/2099;1713957;8
001;KAMER - TO;01/03/2022;31/12/2099;1713809;8
001;KAMER - TO;01/03/2022;31/12/2099;1713700;8
001;KAMER - TO;01/03/2022;31/12/2099;1713601;8
001;KAMER - TO;01/03/2022;31/12/2099;1713304;8
001;KAMER - TO;01/03/2022;31/12/2099;1713205;8
001;KAMER - TO;01/03/2022;31/12/2099;1712801;8
001;KAMER - TO;01/03/2022;31/12/2099;1712702;8
001;KAMER - TO;01/03/2022;31/12/2099;1712504;8
001;KAMER - TO;01/03/2022;31/12/2099;1712454;8
001;KAMER - TO;01/03/2022;31/12/2099;1712405;8
001;KAMER - TO;01/03/2022;31/12/2099;1712157;8
001;KAMER - TO;01/03/2022;31/12/2099;1712009;8
001;KAMER - TO;01/03/2022;31/12/2099;1711951;8
001;KAMER - TO;01/03/2022;31/12/2099;1711902;8
001;KAMER - TO;01/03/2022;31/12/2099;1711803;8
001;KAMER - TO;01/03/2022;31/12/2099;1711506;8
001;KAMER - TO;01/03/2022;31/12/2099;1711100;8
001;KAMER - TO;01/03/2022;31/12/2099;1722107;8
001;KAMER - TO;01/03/2022;31/12/2099;1722107;8
001;KAMER - TO;01/03/2022;31/12/2099;1722081;8
001;KAMER - TO;01/03/2022;31/12/2099;1721307;8
001;KAMER - TO;01/03/2022;31/12/2099;1721257;8
001;KAMER - TO;01/03/2022;31/12/2099;1721208;8
001;KAMER - TO;01/03/2022;31/12/2099;1721109;8
001;KAMER - TO;01/03/2022;31/12/2099;1720978;8
001;KAMER - TO;01/03/2022;31/12/2099;1720937;8
001;KAMER - TO;01/03/2022;31/12/2099;1720903;8
001;KAMER - TO;01/03/2022;31/12/2099;1720853;8
001;KAMER - TO;01/03/2022;31/12/2099;1720804;8
001;KAMER - TO;01/03/2022;31/12/2099;1720655;8
001;KAMER - TO;01/03/2022;31/12/2099;1720309;8
001;KAMER - TO;01/03/2022;31/12/2099;1720259;8
001;KAMER - TO;01/03/2022;31/12/2099;1720200;8
